conversation_id,created_at,favorite_count,full_text,id,is_pinned,is_quote_tweet,is_retweet,is_root_thread,is_thread,is_truncated,media/0/media_url,media/0/type,media/0/video_url,media/1/media_url,media/1/type,media/2/media_url,media/2/type,media/3/media_url,media/3/type,quote_count,quoted_tweet/#sort_index,quoted_tweet/conversation_id,quoted_tweet/created_at,quoted_tweet/favorite_count,quoted_tweet/full_text,quoted_tweet/id,quoted_tweet/is_pinned,quoted_tweet/is_quote_tweet,quoted_tweet/is_retweet,quoted_tweet/is_truncated,quoted_tweet/media/0/media_url,quoted_tweet/media/0/type,quoted_tweet/media/0/video_url,quoted_tweet/quote_count,quoted_tweet/reply_count,quoted_tweet/replying_to_tweet,quoted_tweet/retweet_count,quoted_tweet/url,quoted_tweet/user/created_at,quoted_tweet/user/default_profile_image,quoted_tweet/user/description,quoted_tweet/user/fast_followers_count,quoted_tweet/user/favourites_count,quoted_tweet/user/followers_count,quoted_tweet/user/friends_count,quoted_tweet/user/has_custom_timelines,quoted_tweet/user/id_str,quoted_tweet/user/is_translator,quoted_tweet/user/listed_count,quoted_tweet/user/location,quoted_tweet/user/media_count,quoted_tweet/user/name,quoted_tweet/user/normal_followers_count,quoted_tweet/user/possibly_sensitive,quoted_tweet/user/profile_banner_url,quoted_tweet/user/profile_image_url_https,quoted_tweet/user/screen_name,quoted_tweet/user/statuses_count,quoted_tweet/user/translator_type,quoted_tweet/user/url,quoted_tweet/user/verified,quoted_tweet/user/verified_type,quoted_tweet/user_mentions/0/id_str,quoted_tweet/user_mentions/0/name,quoted_tweet/user_mentions/0/profile,quoted_tweet/user_mentions/0/screen_name,quoted_tweet/user_mentions/1/id_str,quoted_tweet/user_mentions/1/name,quoted_tweet/user_mentions/1/profile,quoted_tweet/user_mentions/1/screen_name,quoted_tweet/view_count,reply_count,replying_to_tweet,retweet_count,root_thread_url,startUrl,url,urls/0/display_url,urls/0/expanded_url,urls/0/url,user/created_at,user/default_profile_image,user/description,user/fast_followers_count,user/favourites_count,user/followers_count,user/friends_count,user/has_custom_timelines,user/id_str,user/is_translator,user/listed_count,user/location,user/media_count,user/name,user/normal_followers_count,user/possibly_sensitive,user/profile_banner_url,user/profile_image_url_https,user/screen_name,user/statuses_count,user/translator_type,user/verified,user/verified_type,user_mentions/0/id_str,user_mentions/0/name,user_mentions/0/profile,user_mentions/0/screen_name,view_count
1823345426486976591,2024-08-13T13:06:40.000Z,1365,impossible to pick a fave. Get 1 of 6 collector’s cups today with the Collector’s Meal before it’s gone. https://t.co/6cZHIlFGMn,1823345426486976591,true,false,false,,,false,https://pbs.twimg.com/amplify_video_thumb/1823345345838948352/img/UC4VqpW_s65YmPvk.jpg,video,https://video.twimg.com/amplify_video/1823345345838948352/vid/avc1/1920x1080/AJnVUPwE_1X1O3eN.mp4?tag=16,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379,,209,,https://twitter.com/mcdonalds/with_replies,https://twitter.com/McDonalds/status/1823345426486976591,,,,2009-09-02T17:46:43.000Z,false,do u get emotional over cups or is that just me? Collector’s Meal out now,0,27140,4756562,13427,true,71026122,false,9531,,8749,McDonald's,4756562,false,https://pbs.twimg.com/profile_banners/71026122/1723035616,https://pbs.twimg.com/profile_images/1821169486210256897/SfdqUEP0_normal.jpg,McDonalds,906313,regular,true,Business,,,,,328145
1823127072207695906,2024-08-12T22:39:00.000Z,919,curry ftw! ok who wants to try it with me,1823127072207695906,false,true,false,,,false,,,,,,,,,,18,1824394081548107800,1823100904859455949,2024-08-12T21:10:57.000Z,249,@McDonalds @mcdonalds your order is on its way https://t.co/XZflEStqmj,1823104913112522871,false,false,false,false,https://pbs.twimg.com/media/GUz4QTyXMAAa--J.jpg,photo,,5,19,https://twitter.com/McDonalds/status/1823100904859455949,26,https://twitter.com/McDonaldsFrance/status/1823104913112522871,2019-03-08T11:28:12.000Z,false,"Maintenant que tu es là, profites-en pour nous follow ❤️",0,1921,132644,2,true,1103980731662024705,false,49,,344,McDonald's France,132644,false,https://pbs.twimg.com/profile_banners/1103980731662024705/1721728699,https://pbs.twimg.com/profile_images/1265243601300324359/LYGH2cOB_normal.jpg,McDonaldsFrance,1977,none,https://t.co/aVci7obwmb,true,Business,71026122,McDonald's,https://twitter.com/McDonalds,McDonalds,71026122,McDonald's,https://twitter.com/McDonalds,McDonalds,173252,160,,53,,https://twitter.com/mcdonalds/with_replies,https://twitter.com/McDonalds/status/1823127072207695906,,,,2009-09-02T17:46:43.000Z,false,do u get emotional over cups or is that just me? Collector’s Meal out now,0,27140,4756562,13427,true,71026122,false,9531,,8749,McDonald's,4756562,false,https://pbs.twimg.com/profile_banners/71026122/1723035616,https://pbs.twimg.com/profile_images/1821169486210256897/SfdqUEP0_normal.jpg,McDonalds,906313,regular,true,Business,,,,,164013
1823100904859455949,2024-08-12T20:55:01.000Z,1279,oui’ll take the curry sauce if u don’t want it @McDonaldsFrance https://t.co/jKiVSyy26G,1823100904859455949,false,false,false,true,true,false,https://pbs.twimg.com/media/GUz0nG5WMAAj3hZ.jpg,photo,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,,120,,https://twitter.com/mcdonalds/with_replies,https://twitter.com/McDonalds/status/1823100904859455949,,,,2009-09-02T17:46:43.000Z,false,do u get emotional over cups or is that just me? Collector’s Meal out now,0,27140,4756562,13427,true,71026122,false,9531,,8749,McDonald's,4756562,false,https://pbs.twimg.com/profile_banners/71026122/1723035616,https://pbs.twimg.com/profile_images/1821169486210256897/SfdqUEP0_normal.jpg,McDonalds,906313,regular,true,Business,1103980731662024705,McDonald's France,https://twitter.com/McDonaldsFrance,McDonaldsFrance,837565
1823100904859455949,2024-08-12T20:55:48.000Z,187,"translation: for obvious reasons, we are considering removing this sauce",1823101100490473554,false,false,false,false,true,false,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,https://twitter.com/McDonalds/status/1823100904859455949,9,https://twitter.com/McDonalds/status/1823100904859455949,https://twitter.com/mcdonalds/with_replies,https://twitter.com/McDonalds/status/1823101100490473554,,,,2009-09-02T17:46:43.000Z,false,do u get emotional over cups or is that just me? Collector’s Meal out now,0,27140,4756562,13427,true,71026122,false,9531,,8749,McDonald's,4756562,false,https://pbs.twimg.com/profile_banners/71026122/1723035616,https://pbs.twimg.com/profile_images/1821169486210256897/SfdqUEP0_normal.jpg,McDonalds,906313,regular,true,Business,,,,,37704
1821649555068252512,2024-08-08T20:47:53.000Z,193,u might be a McD’s collector and not even know it. join the Official McDonald’s Collector’s Facebook Group to find out: https://t.co/psBcFEo3o8,1821649555068252512,false,false,false,,,false,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,21,,https://twitter.com/mcdonalds/with_replies,https://twitter.com/McDonalds/status/1821649555068252512,facebook.com/groups/officia…,http://www.facebook.com/groups/officialmcdonaldscollectors,https://t.co/psBcFEo3o8,2009-09-02T17:46:43.000Z,false,do u get emotional over cups or is that just me? Collector’s Meal out now,0,27140,4756562,13427,true,71026122,false,9531,,8749,McDonald's,4756562,false,https://pbs.twimg.com/profile_banners/71026122/1723035616,https://pbs.twimg.com/profile_images/1821169486210256897/SfdqUEP0_normal.jpg,McDonalds,906313,regular,true,Business,,,,,49548
1821169682579112123,2024-08-07T13:01:02.000Z,6827,in 20 years ur gonna be happy u collected all 6 limited edition cups. Collector’s Meal 8.13. https://t.co/IMhOBhydwL,1821169682579112123,false,false,false,,,false,https://pbs.twimg.com/media/GUYYLINW4AASKo0.jpg,photo,,,,,,,,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640,,812,,https://twitter.com/mcdonalds/with_replies,https://twitter.com/McDonalds/status/1821169682579112123,,,,2009-09-02T17:46:43.000Z,false,do u get emotional over cups or is that just me? Collector’s Meal out now,0,27140,4756562,13427,true,71026122,false,9531,,8749,McDonald's,4756562,false,https://pbs.twimg.com/profile_banners/71026122/1723035616,https://pbs.twimg.com/profile_images/1821169486210256897/SfdqUEP0_normal.jpg,McDonalds,906313,regular,true,Business,,,,,804430
1820822777424744892,2024-08-06T14:02:34.000Z,3219,ur not ready for what i’m about to spill,1820822777424744892,false,false,false,,,false,,,,,,,,,,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1057,,218,,https://twitter.com/mcdonalds/with_replies,https://twitter.com/McDonalds/status/1820822777424744892,,,,2009-09-02T17:46:43.000Z,false,do u get emotional over cups or is that just me? Collector’s Meal out now,0,27140,4756562,13427,true,71026122,false,9531,,8749,McDonald's,4756562,false,https://pbs.twimg.com/profile_banners/71026122/1723035616,https://pbs.twimg.com/profile_images/1821169486210256897/SfdqUEP0_normal.jpg,McDonalds,906313,regular,true,Business,,,,,657729
1818665702292684880,2024-07-31T15:11:07.000Z,1039,i know grimace was watching over me today (made it to breakfast on time),1818665702292684880,false,false,false,,,false,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,,86,,https://twitter.com/mcdonalds/with_replies,https://twitter.com/McDonalds/status/1818665702292684880,,,,2009-09-02T17:46:43.000Z,false,do u get emotional over cups or is that just me? Collector’s Meal out now,0,27140,4756562,13427,true,71026122,false,9531,,8749,McDonald's,4756562,false,https://pbs.twimg.com/profile_banners/71026122/1723035616,https://pbs.twimg.com/profile_images/1821169486210256897/SfdqUEP0_normal.jpg,McDonalds,906313,regular,true,Business,,,,,285658
1816537019558035537,2024-07-25T18:12:29.000Z,1068,enrichment time in my enclosure (eating alone in my car in the mcd’s parking lot),1816537019558035537,false,false,false,,,false,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,,135,,https://twitter.com/mcdonalds/with_replies,https://twitter.com/McDonalds/status/1816537019558035537,,,,2009-09-02T17:46:43.000Z,false,do u get emotional over cups or is that just me? Collector’s Meal out now,0,27140,4756562,13427,true,71026122,false,9531,,8749,McDonald's,4756562,false,https://pbs.twimg.com/profile_banners/71026122/1723035616,https://pbs.twimg.com/profile_images/1821169486210256897/SfdqUEP0_normal.jpg,McDonalds,906313,regular,true,Business,,,,,327098
1813986370408583496,2024-07-18T17:17:07.000Z,1410,drop a  when you see it,1813986370408583496,false,true,false,,,false,,,,,,,,,,12,1824394081548107800,1813985761294995827,2024-07-18T17:14:42.000Z,4663,Start your engines: Our 2025 schedule is here! ️ https://t.co/vpKjaSGioE,1813985761294995827,false,false,false,false,https://pbs.twimg.com/amplify_video_thumb/1813949777450819585/img/V_3dHxOMPI0Mm2QP.jpg,video,https://video.twimg.com/amplify_video/1813949777450819585/vid/avc1/1280x720/XqHB7LVWbn5Hd7yI.mp4?tag=14,433,154,,779,https://twitter.com/Mets/status/1813985761294995827,2009-05-11T23:04:08.000Z,false,#LGM,0,39033,1266872,2132,true,39367703,false,8126,Citi Field,47486,New York Mets,1266872,false,https://pbs.twimg.com/profile_banners/39367703/1718548332,https://pbs.twimg.com/profile_images/1807775260181213184/gdguEy9x_normal.jpg,Mets,87509,none,https://t.co/ZvtfxawiZf,true,Business,,,,,,,,,1025666,231,,105,,https://twitter.com/mcdonalds/with_replies,https://twitter.com/McDonalds/status/1813986370408583496,,,,2009-09-02T17:46:43.000Z,false,do u get emotional over cups or is that just me? Collector’s Meal out now,0,27140,4756562,13427,true,71026122,false,9531,,8749,McDonald's,4756562,false,https://pbs.twimg.com/profile_banners/71026122/1723035616,https://pbs.twimg.com/profile_images/1821169486210256897/SfdqUEP0_normal.jpg,McDonalds,906313,regular,true,Business,,,,,505528
